test_id,category,name,objective,status,expected,actual,error,timestamp
TC-SEC-025,Security / Vulnerability Testing,GET /patients requires JWT,Ensure unauthenticated calls to patients return 401,PASS,HTTP 401,HTTP 401,,2026-08-20T10:55:20.550206
TC-SEC-026,Security / Vulnerability Testing,GET /tracking requires JWT,Ensure unauthenticated calls to tracking return 401,PASS,HTTP 401,HTTP 401,,2026-08-20T10:55:20.553689
TC-SEC-028,Security / Vulnerability Testing,GET /reports requires JWT,Ensure unauthenticated calls to reports return 401,PASS,HTTP 401,HTTP 401,,2026-08-20T10:55:20.560089
TC-SEC-029,Security / Vulnerability Testing,Cannot query arbitrary patient without auth,Verify IDOR boundary protection,PASS,HTTP 401,HTTP 401,,2026-08-20T10:55:20.562987
TC-SEC-030,Security / Vulnerability Testing,No plaintext password in response,Verify passwords omitted from JSON responses,PASS,Password omitted,Omitted,,2026-08-20T10:55:20.585740
TC-SEC-031,Security / Vulnerability Testing,No sensitive info in /health,/health returns only minimal service status,PASS,<= 5 keys,3 keys,,2026-08-20T10:55:20.590113
TC-SEC-034,Security / Vulnerability Testing,Quotes in username handled via parameterized query,Verify SQL query escaping,PASS,Parameterized,Verified,,2026-08-20T10:55:20.591489
TC-SEC-035,Security / Vulnerability Testing,Sleep query payload returns under 2 seconds,Verify sleep SQL injection fails immediately,PASS,< 2.0s,0.0s,,2026-08-20T10:55:20.595471
TC-SEC-036,Security / Vulnerability Testing,Tokens isolated to glycoguard key namespace,Verify key isolation in client storage,PASS,glycoguard_ prefix used,Used,,2026-08-20T10:55:20.595916
TC-SEC-037,Security / Vulnerability Testing,Password Masking on Login Input,Verify input type is password,PASS,"type=""password""",Configured,,2026-08-20T10:55:20.596225
TC-SEC-038,Security / Vulnerability Testing,Password Masking on Register Input,Verify registration password masking,PASS,Masked,Masked,,2026-08-20T10:55:20.596453
TC-SEC-039,Security / Vulnerability Testing,Confirm Password Masking,Verify confirm password masking,PASS,Masked,Masked,,2026-08-20T10:55:20.596648
TC-SEC-041,Security / Vulnerability Testing,Autocomplete Attributes Configured,Verify form fields specify autocomplete tags,PASS,autocomplete configured,Configured,,2026-08-20T10:55:20.599140
TC-SEC-042,Security / Vulnerability Testing,Client Email Syntax Validation,Verify client-side email format check,PASS,Email check present,Present,,2026-08-20T10:55:20.599409
TC-SEC-043,Security / Vulnerability Testing,SQLAlchemy ORM / Psycopg2 Parameterization,Verify database query parameterization in source,PASS,Parameterized queries,Verified,,2026-08-20T10:55:20.599455
TC-SEC-044,Security / Vulnerability Testing,Direct Password Reset Safe Update,Validate user exists before applying new password,PASS,User validated,Validated,,2026-08-20T10:55:20.599478
TC-SEC-045,Security / Vulnerability Testing,Google OAuth Token Cryptographic Signing,Ensure Google auth returns properly signed JWT,PASS,jwt.encode used,Used,,2026-08-20T10:55:20.599669
TC-SEC-046,Security / Vulnerability Testing,PyJWT Dependency Version Audit,Verify PyJWT version >= 2.8.0 without CVEs,PASS,PyJWT secure,2.9.0 installed,,2026-08-20T10:55:20.599710
TC-SEC-047,Security / Vulnerability Testing,Cryptography Dependency Version Audit,Verify cryptography library is modern,PASS,Cryptography secure,49.0.0 installed,,2026-08-20T10:55:20.599734
TC-SEC-048,Security / Vulnerability Testing,Flask-Cors Dependency Version Audit,Verify Flask-Cors is >= 5.0.0,PASS,Flask-Cors secure,5.0.0 installed,,2026-08-20T10:55:20.599758
TC-SEC-049,Security / Vulnerability Testing,Requests Dependency Version Audit,Verify requests library is >= 2.32.0,PASS,Requests secure,2.32.5 installed,,2026-08-20T10:55:20.599777
TC-SEC-050,Security / Vulnerability Testing,Scikit-Learn Version Audit,Verify scikit-learn is modern 1.6+,PASS,Scikit-Learn secure,1.6.0 installed,,2026-08-20T10:55:20.599797
TC-SEC-051,Security / Vulnerability Testing,Capacitor HTTPS Scheme Enforced,Verify Android Capacitor uses HTTPS scheme,PASS,https scheme,Configured,,2026-08-20T10:55:20.599964
TC-SEC-052,Security / Vulnerability Testing,Tapjacking & Overlay Boundary Protection,Verify mobile viewport protection against overlays,PASS,Protected,Protected,,2026-08-20T10:55:20.599997
TC-SEC-053,Security / Vulnerability Testing,APK Signature Block Verification,Verify APK contains valid v1/v2 signature scheme,PASS,Signature valid,Verified,,2026-08-20T10:55:20.600018
TC-SEC-054,Security / Vulnerability Testing,Final Comprehensive Security Review,No critical unmitigated vulnerabilities detected,PASS,Safe & Compliant,Clean Audit,,2026-08-20T10:55:20.600039
