test_id,category,name,objective,status,expected,actual,error,timestamp
TC-SEL-038,Selenium Web UI,Desktop Navigation Links Count,Verify 8 top navigation links present,PASS,8 navigation links,8 links,,2026-08-19T15:36:45.214513
TC-SEL-039,Selenium Web UI,Navigate to Prediction View,Verify active class on #view-prediction,PASS,View active,Active,,2026-08-19T15:36:45.441166
TC-SEL-040,Selenium Web UI,Navigate to Tracking View,Verify active class on #view-tracking,PASS,View active,Active,,2026-08-19T15:36:45.676452
TC-SEL-041,Selenium Web UI,Navigate to Planner View,Verify active class on #view-planner,PASS,View active,Active,,2026-08-19T15:36:45.903851
TC-SEL-042,Selenium Web UI,Navigate to Patients View,Verify active class on #view-patients,PASS,View active,Active,,2026-08-19T15:36:46.129406
TC-SEL-043,Selenium Web UI,Navigate to Analytics View,Verify active class on #view-analytics,PASS,View active,Active,,2026-08-19T15:36:46.349242
TC-SEL-044,Selenium Web UI,Navigate to Reports View,Verify active class on #view-reports,PASS,View active,Active,,2026-08-19T15:36:46.572628
TC-SEL-045,Selenium Web UI,Navigate to Profile View,Verify active class on #view-profile,PASS,View active,Active,,2026-08-19T15:36:46.803079
TC-SEL-046,Selenium Web UI,Navigate to Dashboard View,Verify active class on #view-dashboard,PASS,View active,Active,,2026-08-19T15:36:47.035388
TC-SEL-047,Selenium Web UI,Bottom Clearance Spacers,Verify footer spacer in every screen view,PASS,>= 8 spacers present,8 spacers,,2026-08-19T15:36:47.043117
TC-SEL-048,Selenium Web UI,Theme Toggle Action,Verify theme flips from dark to light or vice versa,PASS,Theme switched,dark -> light,,2026-08-19T15:36:47.280805
TC-SEL-049,Selenium Web UI,Theme Restore Action,Verify theme returns to expected mode,PASS,Theme restored,dark,,2026-08-19T15:36:47.505220
TC-SEL-050,Selenium Web UI,User Avatar Initial,Verify avatar matches Dr. Lakshmi name initial,PASS,D,D,,2026-08-19T15:36:47.521714
TC-SEL-051,Selenium Web UI,Prediction Biomarker Inputs,Verify all 11 health inputs exist,PASS,All 11 inputs visible,All 11 inputs visible,,2026-08-19T15:36:47.905622
TC-SEL-052,Selenium Web UI,Prediction Patient Selector,Verify patient select dropdown populated,PASS,>= 4 options,5 options,,2026-08-19T15:36:47.921735
TC-SEL-053,Selenium Web UI,Patient Metrics Autofill,Autofill age and BMI from patient record,PASS,"age=34, bmi=22.8","age=34, bmi=22.8",,2026-08-19T15:36:48.157216
TC-SEL-054,Selenium Web UI,Low Risk Assessment,Evaluate healthy biomarkers to Low Risk,PASS,LOW RISK badge,LOW RISK,,2026-08-19T15:36:48.707492
TC-SEL-055,Selenium Web UI,High Risk Assessment,Evaluate elevated biomarkers to High Risk,PASS,HIGH RISK badge,HIGH RISK,,2026-08-19T15:36:49.357728
TC-SEL-056,Selenium Web UI,Circular Gauge Score Text,Verify probability score rendered in gauge,PASS,Contains %,89%,,2026-08-19T15:36:49.383559
TC-SEL-057,Selenium Web UI,Clinical Recommendation Output,Verify AI recommendation text rendered,PASS,Detailed recommendation,High risk detected! Schedule a...,,2026-08-19T15:36:49.398159
TC-SEL-058,Selenium Web UI,Open AI Plan Navigation,Verify Open AI Plan button navigates to Planner,PASS,Planner view active,Active,,2026-08-19T15:36:49.681468
TC-SEL-059,Selenium Web UI,Planner Goal Item Toggle,Verify checklist toggle updates progress badge,PASS,Contains /4 Done,1/4 Done,,2026-08-19T15:36:49.948087
TC-SEL-060,Selenium Web UI,Planner Protocol Switch,Switch to High Risk Protocol updates meal plan,PASS,High risk smoothie plan,Spinach and kale protein smoothie w...,,2026-08-19T15:36:50.172375
TC-SEL-061,Selenium Web UI,Save Daily Vitals Log,Log blood sugar vitals and verify confirmation toast,PASS,Logged successfully,Toast displayed,,2026-08-19T15:36:51.084040
TC-SEL-062,Selenium Web UI,Tracking Chart Canvas,Verify blood sugar trends Chart.js canvas is visible,PASS,Canvas displayed,Displayed,,2026-08-19T15:36:51.100579
TC-SEL-063,Selenium Web UI,Tracking History Feed,Verify saved tracking logs listed in feed,PASS,Items > 0,6 logs,,2026-08-19T15:36:51.115702
TC-SEL-064,Selenium Web UI,Patients Directory List,Verify patient records cards rendered,PASS,>= 4 patient cards,4 cards,,2026-08-19T15:36:51.341228
TC-SEL-065,Selenium Web UI,Patient Search Filter,Search query filters patient records live,PASS,Priya Sharma listed,Found,,2026-08-19T15:36:51.625299
TC-SEL-066,Selenium Web UI,Add Patient Modal Open,Open patient bottom sheet modal,PASS,Modal active,Active,,2026-08-19T15:36:51.845070
TC-SEL-067,Selenium Web UI,Modal BMI Auto-Calculation,Calculates BMI from height (180cm) and weight (80kg),PASS,24.7,24.7,,2026-08-19T15:36:52.003023
TC-SEL-068,Selenium Web UI,Save Patient Record,Save new patient profile and verify listing,PASS,Patient in list,Saved & listed,,2026-08-19T15:36:52.277112
TC-SEL-069,Selenium Web UI,Analytics 4 Charts Render,Verify all 4 population analytics charts rendered,PASS,All 4 charts visible,4 charts displayed,,2026-08-19T15:36:52.627041
TC-SEL-070,Selenium Web UI,Generate Clinical Report,Generate report preview for selected patient,PASS,display: block,Report card displayed,,2026-08-19T15:36:53.152890
TC-SEL-071,Selenium Web UI,HTML Semantic Landmarks,Ensure main landmark exists,PASS,main element present,Present,,2026-08-19T15:36:53.162360
TC-SEL-072,Selenium Web UI,Input Form Labels,Ensure all inputs have label tags,PASS,>= 15 labels,43 labels,,2026-08-19T15:36:53.182254
TC-SEL-073,Selenium Web UI,Button Accessible Icons,Ensure buttons contain icons,PASS,>= 10 icons,47 icons,,2026-08-19T15:36:53.193277
TC-SEL-075,Selenium Web UI,Chart JS Library Loaded,Ensure Chart global object exists,PASS,Chart loaded,Loaded,,2026-08-19T15:36:53.221246
TC-SEL-076,Selenium Web UI,Config Global Object,Ensure window.CONFIG exists,PASS,CONFIG loaded,Loaded,,2026-08-19T15:36:53.225380
TC-SEL-077,Selenium Web UI,AppState Global Object,Ensure window.AppState exists,PASS,AppState loaded,Loaded,,2026-08-19T15:36:53.230994
TC-SEL-078,Selenium Web UI,LocalDB Global Object,Ensure window.LocalDB exists,PASS,LocalDB loaded,Loaded,,2026-08-19T15:36:53.235025
TC-SEL-079,Selenium Web UI,LocalMLEngine Global Object,Ensure window.LocalMLEngine exists,PASS,LocalMLEngine loaded,Loaded,,2026-08-19T15:36:53.239357
TC-SEL-080,Selenium Web UI,Mobile Viewport Resize (390px),Resize window to mobile dimensions,PASS,Resized,390x844,,2026-08-19T15:36:53.608720
TC-SEL-081,Selenium Web UI,Mobile Header Visible on 390px,Check mobile header is visible on mobile,PASS,display: flex,flex,,2026-08-19T15:36:53.633341
TC-SEL-082,Selenium Web UI,Bottom Nav Visible on 390px,Check bottom nav is visible on mobile,PASS,display: flex,flex,,2026-08-19T15:36:53.655803
TC-SEL-083,Selenium Web UI,Desktop Header Hidden on 390px,Check desktop header is hidden on mobile,PASS,display: none,none,,2026-08-19T15:36:53.670053
TC-SEL-085,Selenium Web UI,Desktop Viewport Resize (1280px),Restore desktop viewport dimensions,PASS,Restored,1280x900,,2026-08-19T15:36:53.703421
TC-SEL-087,Selenium Web UI,Page Deep Link Query Param,Navigate to planner view and verify active class,PASS,Planner active,Active,,2026-08-19T15:36:54.601925
TC-SEL-088,Selenium Web UI,Page Deep Link Prediction,Navigate to prediction and verify active class,PASS,Prediction active,Active,,2026-08-19T15:36:55.140139
TC-SEL-089,Selenium Web UI,Page Deep Link Patients,Navigate to patients and verify active class,PASS,Patients active,Active,,2026-08-19T15:36:55.667736
TC-SEL-090,Selenium Web UI,Negative Input Handling,Verify negative glucose is bounded safely,PASS,Safe probability,Handled,,2026-08-19T15:36:55.672407
TC-SEL-091,Selenium Web UI,Extreme Biomarker Risk Ceiling,Verify extreme glucose 500 does not exceed 97% ceiling,PASS,<= 97%,Bounded,,2026-08-19T15:36:55.691427
TC-SEL-092,Selenium Web UI,Extreme Low Biomarker Risk Floor,Verify ultra-low risk does not go below 5%,PASS,>= 5%,Bounded,,2026-08-19T15:36:55.696936
TC-SEL-093,Selenium Web UI,Profile Email Display,Verify user profile email matches storage,PASS,Email string,lakshmiankala1906@gmail.com,,2026-08-19T15:36:56.224425
TC-SEL-094,Selenium Web UI,Profile Role Display,Verify user profile role is Medical Practitioner,PASS,Medical Practitioner,Medical Practitioner,,2026-08-19T15:36:56.768749
TC-SEL-095,Selenium Web UI,Cloud API URL Config Field,Verify API Config URL input field exists,PASS,Field visible,Visible,,2026-08-19T15:36:56.781870
TC-SEL-096,Selenium Web UI,Test Server Button Presence,Verify Test Server button is clickable,PASS,Button visible,Visible,,2026-08-19T15:36:56.798840
TC-SEL-097,Selenium Web UI,Save API URL Action,Verify saving custom API URL,PASS,Saved,Executed,,2026-08-19T15:36:56.806184
TC-SEL-099,Selenium Web UI,Patient Height Constraint,Verify height input placeholder exists,PASS,170,170,,2026-08-19T15:36:57.040770
TC-SEL-100,Selenium Web UI,Patient Weight Constraint,Verify weight input placeholder exists,PASS,70,70,,2026-08-19T15:36:57.051255
TC-SEL-101,Selenium Web UI,FontAwesome Icon Loading,Verify stylesheet link for font-awesome exists,PASS,FontAwesome link present,Present,,2026-08-19T15:36:57.060298
TC-SEL-102,Selenium Web UI,Google Fonts Preconnect,Verify preconnect links for google fonts,PASS,Google fonts present,Present,,2026-08-19T15:36:57.070222
TC-SEL-103,Selenium Web UI,CSS Root Color Tokens,Verify primary brand cyan token defined in CSS,PASS,Tokens defined,Defined,,2026-08-19T15:36:57.078420
TC-SEL-104,Selenium Web UI,Modal Backdrop Blur Filter,Verify backdrop filter rule defined in overlay,PASS,Backdrop filter present,Present,,2026-08-19T15:36:57.078534
TC-SEL-105,Selenium Web UI,Final Logout Cleanup,Execute final logout and verify login screen restored,PASS,Token is null,Token cleared,,2026-08-19T15:36:57.083601
