test_id,category,name,objective,status,expected,actual,error,timestamp
TC-SEL-060,Selenium Web UI,Planner Protocol Switch,Switch to High Risk Protocol updates meal plan,PASS,High risk smoothie plan,Spinach and kale protein smoothie w...,,2026-08-20T10:55:07.958559
TC-SEL-061,Selenium Web UI,Save Daily Vitals Log,Log blood sugar vitals and verify confirmation toast,PASS,Logged successfully,Toast displayed,,2026-08-20T10:55:08.853078
TC-SEL-062,Selenium Web UI,Tracking Chart Canvas,Verify blood sugar trends Chart.js canvas is visible,PASS,Canvas displayed,Displayed,,2026-08-20T10:55:08.874346
TC-SEL-063,Selenium Web UI,Tracking History Feed,Verify saved tracking logs listed in feed,PASS,Items > 0,6 logs,,2026-08-20T10:55:08.894969
TC-SEL-064,Selenium Web UI,Patients Directory List,Verify patient records cards rendered,PASS,>= 4 patient cards,4 cards,,2026-08-20T10:55:09.130824
TC-SEL-065,Selenium Web UI,Patient Search Filter,Search query filters patient records live,PASS,Priya Sharma listed,Found,,2026-08-20T10:55:09.402481
TC-SEL-066,Selenium Web UI,Add Patient Modal Open,Open patient bottom sheet modal,PASS,Modal active,Active,,2026-08-20T10:55:09.619705
TC-SEL-067,Selenium Web UI,Modal BMI Auto-Calculation,Calculates BMI from height (180cm) and weight (80kg),PASS,24.7,24.7,,2026-08-20T10:55:09.755712
TC-SEL-068,Selenium Web UI,Save Patient Record,Save new patient profile and verify listing,PASS,Patient in list,Saved & listed,,2026-08-20T10:55:10.036417
TC-SEL-069,Selenium Web UI,Analytics 4 Charts Render,Verify all 4 population analytics charts rendered,PASS,All 4 charts visible,4 charts displayed,,2026-08-20T10:55:10.399063
TC-SEL-070,Selenium Web UI,Generate Clinical Report,Generate report preview for selected patient,PASS,display: block,Report card displayed,,2026-08-20T10:55:10.933875
TC-SEL-071,Selenium Web UI,HTML Semantic Landmarks,Ensure main landmark exists,PASS,main element present,Present,,2026-08-20T10:55:10.942641
TC-SEL-072,Selenium Web UI,Input Form Labels,Ensure all inputs have label tags,PASS,>= 15 labels,43 labels,,2026-08-20T10:55:10.954479
TC-SEL-073,Selenium Web UI,Button Accessible Icons,Ensure buttons contain icons,PASS,>= 10 icons,47 icons,,2026-08-20T10:55:10.967301
TC-SEL-075,Selenium Web UI,Chart JS Library Loaded,Ensure Chart global object exists,PASS,Chart loaded,Loaded,,2026-08-20T10:55:10.984276
TC-SEL-076,Selenium Web UI,Config Global Object,Ensure window.CONFIG exists,PASS,CONFIG loaded,Loaded,,2026-08-20T10:55:10.989845
TC-SEL-077,Selenium Web UI,AppState Global Object,Ensure window.AppState exists,PASS,AppState loaded,Loaded,,2026-08-20T10:55:10.994310
TC-SEL-078,Selenium Web UI,LocalDB Global Object,Ensure window.LocalDB exists,PASS,LocalDB loaded,Loaded,,2026-08-20T10:55:10.998214
TC-SEL-079,Selenium Web UI,LocalMLEngine Global Object,Ensure window.LocalMLEngine exists,PASS,LocalMLEngine loaded,Loaded,,2026-08-20T10:55:11.002443
TC-SEL-080,Selenium Web UI,Mobile Viewport Resize (390px),Resize window to mobile dimensions,PASS,Resized,390x844,,2026-08-20T10:55:11.375546
TC-SEL-081,Selenium Web UI,Mobile Header Visible on 390px,Check mobile header is visible on mobile,PASS,display: flex,flex,,2026-08-20T10:55:11.423643
TC-SEL-082,Selenium Web UI,Bottom Nav Visible on 390px,Check bottom nav is visible on mobile,PASS,display: flex,flex,,2026-08-20T10:55:11.442230
TC-SEL-083,Selenium Web UI,Desktop Header Hidden on 390px,Check desktop header is hidden on mobile,PASS,display: none,none,,2026-08-20T10:55:11.453581
TC-SEL-084,Selenium Web UI,Mobile Scroll Height Clearance,Verify screen-view padding includes bottom nav clearance,PASS,Clearance configured,Configured,,2026-08-20T10:55:11.459138
TC-SEL-085,Selenium Web UI,Desktop Viewport Resize (1280px),Restore desktop viewport dimensions,PASS,Restored,1280x900,,2026-08-20T10:55:11.488534
TC-SEL-087,Selenium Web UI,Page Deep Link Query Param,Navigate to planner view and verify active class,PASS,Planner active,Active,,2026-08-20T10:55:12.804128
TC-SEL-088,Selenium Web UI,Page Deep Link Prediction,Navigate to prediction and verify active class,PASS,Prediction active,Active,,2026-08-20T10:55:13.331582
TC-SEL-089,Selenium Web UI,Page Deep Link Patients,Navigate to patients and verify active class,PASS,Patients active,Active,,2026-08-20T10:55:13.861354
TC-SEL-090,Selenium Web UI,Negative Input Handling,Verify negative glucose is bounded safely,PASS,Safe probability,Handled,,2026-08-20T10:55:13.870441
TC-SEL-091,Selenium Web UI,Extreme Biomarker Risk Ceiling,Verify extreme glucose 500 does not exceed 97% ceiling,PASS,<= 97%,Bounded,,2026-08-20T10:55:13.875182
TC-SEL-092,Selenium Web UI,Extreme Low Biomarker Risk Floor,Verify ultra-low risk does not go below 5%,PASS,>= 5%,Bounded,,2026-08-20T10:55:13.879569
TC-SEL-093,Selenium Web UI,Profile Email Display,Verify user profile email matches storage,PASS,Email string,lakshmiankala1906@gmail.com,,2026-08-20T10:55:14.413242
TC-SEL-094,Selenium Web UI,Profile Role Display,Verify user profile role is Medical Practitioner,PASS,Medical Practitioner,Medical Practitioner,,2026-08-20T10:55:14.945285
TC-SEL-095,Selenium Web UI,Cloud API URL Config Field,Verify API Config URL input field exists,PASS,Field visible,Visible,,2026-08-20T10:55:14.960778
TC-SEL-096,Selenium Web UI,Test Server Button Presence,Verify Test Server button is clickable,PASS,Button visible,Visible,,2026-08-20T10:55:14.976310
TC-SEL-097,Selenium Web UI,Save API URL Action,Verify saving custom API URL,PASS,Saved,Executed,,2026-08-20T10:55:14.982139
TC-SEL-099,Selenium Web UI,Patient Height Constraint,Verify height input placeholder exists,PASS,170,170,,2026-08-20T10:55:15.214651
TC-SEL-100,Selenium Web UI,Patient Weight Constraint,Verify weight input placeholder exists,PASS,70,70,,2026-08-20T10:55:15.227181
TC-SEL-101,Selenium Web UI,FontAwesome Icon Loading,Verify stylesheet link for font-awesome exists,PASS,FontAwesome link present,Present,,2026-08-20T10:55:15.234944
TC-SEL-102,Selenium Web UI,Google Fonts Preconnect,Verify preconnect links for google fonts,PASS,Google fonts present,Present,,2026-08-20T10:55:15.242085
TC-SEL-103,Selenium Web UI,CSS Root Color Tokens,Verify primary brand cyan token defined in CSS,PASS,Tokens defined,Defined,,2026-08-20T10:55:15.248859
TC-SEL-104,Selenium Web UI,Modal Backdrop Blur Filter,Verify backdrop filter rule defined in overlay,PASS,Backdrop filter present,Present,,2026-08-20T10:55:15.248947
TC-SEL-105,Selenium Web UI,Final Logout Cleanup,Execute final logout and verify login screen restored,PASS,Token is null,Token cleared,,2026-08-20T10:55:15.252944
